Author,Title,Author_lastname,description,printType,pageCount,categories,maturityRating,infoLink,averageRating,ratingsCount,ISBN_10,ISBN_13,Published_Google,Original_Title
"Myracle, Lauren",The Infinite Moment of Us,Myracle,"For as long as she can remember, Wren Gray’s goal has been to please her parents. But as high school graduation nears, so does an uncomfortable realization: Pleasing her parents once overlapped with pleasing herself, but now . . . not so much. Wren needs to honor her own desires, but how can she if she doesn’t even know what they are? Charlie Parker, on the other hand, is painfully aware of his heart’s desire. A gentle boy with a troubled past, Charlie has loved Wren since the day he first saw her. But a girl like Wren would never fall for a guy like Charlie—at least not the sort of guy Charlie believes himself to be. And yet certain things are written in the stars. And in the summer after high school, Wren and Charlie’s souls will collide. But souls are complicated, as are the bodies that house them . . . Sexy, romantic, and oh-so-true to life, this is an unforgettable look at first love from one of young adult fiction’s greatest writers. Praise for The Infinite Moment of Us STARRED REVIEW ""The scenes of sexual intimacy are described with innocently erotic frankness, offering an ideal (if not idealized) model for readers on the cusp; this is Forever… for a new generation, offering character depth Cath and Michael never achieved. Summer love has never been so good."" —Kirkus Reviews, starred review ""In contrast to unhealthy depictions of sex and relationships that teenagers (and adults) are often exposed to in media and entertainment, Myracle offers up a passionate romance built on a bedrock of love, respect, and trust. And it’s difficult to see that as a bad thing."" —Publishers Weekly ""Two mature recent high school graduates fall in love and bring out the best in each other in Lauren Myracle's thoughtful exploration of an intimate relationship...the relationship between Wren and Charlie always remains realistic and involving."" —Shelf Awareness ""This charming romance has multidimensional characters, straightforward sexuality, and a pace that lets readers fall in love with the main characters. Myracle expertly captures the intense connection of first love, from the need to spend every moment together to trying to figure out how to communicate with one another."" —School Library Journal ""The single-focus intensity of Wren and Charlie’s feelings is spot-on for the age group... chapters move between both their perspectives as they grow into the relationship, offering readers of both sexes a rather compelling example of the how-to’s of intimacy."" —The Bulletin of The Center for Children’s Books",BOOK,336,['Juvenile Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=YTtLAAAAQBAJ&source=gbs_api,2.5,11,1613125402,9781613125403,2013-08-27,The Infinite Moment of Us
"Hosseini, Khaled",The Kite Runner,Hosseini,"Soon to be a major Broadway stage production. Coming July 2022! The #1 New York Times bestselling novel beloved by millions of readers the world over. “A vivid and engaging story that reminds us how long his people [of Afghanistan] have been struggling to triumph over the forces of violence—forces that continue to threaten them even today."" –New York Times Book Review The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father’s servant, caught in the tragic sweep of history, The Kite Runner transports readers to Afghanistan at a tense and crucial moment of change and destruction. A powerful story of friendship, it is also about the power of reading, the price of betrayal, and the possibility of redemption; and an exploration of the power of fathers over sons—their love, their sacrifices, their lies. Since its publication in 2003 Kite Runner has become a beloved, one-of-a-kind classic of contemporary literature, touching millions of readers, and launching the career of one of America's most treasured writers.",BOOK,0,['Fiction'],NOT_MATURE,http://books.google.com/books?id=GrVPEAAAQBAJ&dq=The+Kite+Runner+inauthor:Hosseini&hl=&source=gbs_api,,,159463193X,9781594631931,2013-03-05,The Kite Runner
"Reed, Amy",The Nowhere Girls,Reed,"“A call-to-action to everyone out there who wants to fight back.” —Bustle “Scandal, justice, romance, sex positivity, subversive anti-sexism—just try to put it down.” —Kirkus Reviews (starred review) “Cuts straight to the core of rape culture—masterfully fierce, stirring, and deeply empowering.” —Amber Smith, New York Times bestselling author of The Way I Used to Be Three misfits come together to avenge the rape of a fellow classmate and trigger a change in the misogynist culture at their high school transforming the lives of everyone around them in this searing and timely story. Who are the Nowhere Girls? They’re everygirl. But they start with just three: Grace Salter is the new girl in town, whose family was run out of their former community after her southern Baptist preacher mom turned into a radical liberal after falling off a horse and bumping her head. Rosina Suarez is the queer punk girl in a conservative Mexican immigrant family, who dreams of a life playing music instead of babysitting her gaggle of cousins and waitressing at her uncle’s restaurant. Erin Delillo is obsessed with two things: marine biology and Star Trek: The Next Generation, but they aren’t enough to distract her from her suspicion that she may in fact be an android. When Grace learns that Lucy Moynihan, the former occupant of her new home, was run out of town for having accused the popular guys at school of gang rape, she’s incensed that Lucy never had justice. For their own personal reasons, Rosina and Erin feel equally deeply about Lucy’s tragedy, so they form an anonymous group of girls at Prescott High to resist the sexist culture at their school, which includes boycotting sex of any kind with the male students. Told in alternating perspectives, this groundbreaking novel is an indictment of rape culture and explores with bold honesty the deepest questions about teen girls and sexuality.",BOOK,432,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=NtecDwAAQBAJ&dq=The+Nowhere+Girls+inauthor:Reed&hl=&source=gbs_api,3.5,2,1481481746,9781481481748,2019-07-09,The Nowhere Girls
"Chbosky, Stephen",The Perks of Being a Wallflower,Chbosky,"Charlie struggles to cope with complex world of high school as he deals with the confusions of sex and love, the temptations of drugs, and the pain of losing a close friend and a favorite aunt.",BOOK,240,['Fiction'],NOT_MATURE,http://books.google.com/books?id=pK0X5FyUs28C&dq=The+Perks+of+Being+a+Wallflower+inauthor:Chbosky&hl=&source=gbs_api,4,2821,1451696191,9781451696196,2012-08-14,The Perks of Being a Wallflower
"Dawson, Juno",This Book Is Gay,Dawson,"""This egregious gap has now been filled to a fare-thee-well by Dawson's book..."" - Booklist (Starred) Lesbian. Bisexual. Queer. Transgender. Straight. Curious. This book is for everyone, regardless of gender or sexual preference. This book is for anyone who's ever dared to wonder. This book is for YOU. There's a long-running joke that, after ""coming out,"" a lesbian, gay guy, bisexual, or trans person should receive a membership card and instruction manual. THIS IS THAT INSTRUCTION MANUAL. You're welcome. Inside you'll find the answers to all the questions you ever wanted to ask: from sex to politics, hooking up to stereotypes, coming out and more. This candid, funny, and uncensored exploration of sexuality and what it's like to grow up LGBT also includes real stories from people across the gender and sexual spectrums, not to mention hilarious illustrations. You will be entertained. You will be informed. But most importantly, you will know that however you identify (or don't) and whomever you love, you are exceptional. You matter. And so does this book. One of The Guardian's Best Books of the Year ""The book every LGBT person would have killed for as a teenager, told in the voice of a wise best friend. Frank, warm, funny, USEFUL."" -Patrick Ness, bestselling author",BOOK,272,['Juvenile Nonfiction'],NOT_MATURE,http://books.google.com/books?id=9RYKogEACAAJ&dq=This+Book+Is+Gay+inauthor:Dawson&hl=&source=gbs_api,4.5,2,1492617822,9781492617822,2015-06-02,This Book Is Gay
"Tamaki, Mariko",This One Summer,Tamaki,"The team behind Skim presents the sumptuous graphic tale of a young teen whose latest summer at a beach lake house is overshadowed by her parents' constant arguments, her younger friend's secret sorrows and the dangerous activities of older teens. Simultaneous.",BOOK,321,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=7dthAwAAQBAJ&dq=This+One+Summer+inauthor:Tamaki&hl=&source=gbs_api,3.5,2884,159643774X,9781596437746,2014-05-06,This One Summer
"Hopkins, Ellen",Tilt,Hopkins,"Three teens, connected by their parents' bad choices, tell in their own voices of their lives and loves as Shane finds his first boyfriend, Mikayla discovers that love can be pushed too far, and Harley loses herself in her quest for new experiences.",BOOK,624,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=cP_KAgAAQBAJ&dq=Tilt+inauthor:Hopkins&hl=&source=gbs_api,3,11,1416983317,9781416983316,2014-02-11,Tilt
"Hopkins, Ellen",Triangles,Hopkins,"Three female friends face midlife crises in a no-holds-barred exploration of sex, marriage, and the fragility of life.",BOOK,520,['Fiction'],NOT_MATURE,http://books.google.com/books?id=fPz9-nKi6gEC&dq=Triangles+inauthor:Hopkins&hl=&source=gbs_api,4,21,1451626347,9781451626346,2012-06-26,Triangles
"Hopkins, Ellen",Tricks,Hopkins,"Five troubled teenagers fall into prostitution as they search for freedom, safety, community, family, and love in this #1 New York Times bestselling novel from Ellen Hopkins. “When all choice is taken from you, life becomes a game of survival.” Five teenagers from different parts of the country. Three girls. Two guys. Four straight. One gay. Some rich. Some poor. Some from great families. Some with no one at all. All living their lives as best they can, but all searching…for freedom, safety, community, family, love. What they don’t expect, though, is all that can happen when those powerful little words “I love you” are said for all the wrong reasons. Five moving stories remain separate at first, then interweave to tell a larger, powerful story—a story about making choices, taking leaps of faith, falling down, and growing up. A story about kids figuring out what sex and love are all about, at all costs, while asking themselves, “Can I ever feel okay about myself?” A brilliant achievement from New York Times bestselling author Ellen Hopkins—who has been called “the bestselling living poet in the country” by Mediabistro.com—Tricks is a book that turns you on and repels you at the same time. Just like so much of life.",BOOK,656,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=7dQytAEACAAJ&dq=Tricks+inauthor:Hopkins&hl=&source=gbs_api,4,33,148149824X,9781481498241,2017-01-24,Tricks (Tricks Series)
"Arnold, Elana K.",What Girls Are Made Of,Arnold,"Sixteen-year-old Nina isn't made of sugar and spice and everything nice. She is flesh and blood and desire, but she longs to know real love. Unconditional love. The kind her mother told her doesn't exist. National Book Award Finalist Reeling from a shameful breakup with a boy she unabashedly worshipped, Nina drifts between school and her days volunteering at a dog shelter. But she's looking for something more. A way to fix her mistakes. Unsure of how to move on, Nina peels back the moments that have shaped her and given her a view of girlhood distorted by violence and sacrifice. One that led her to do something unspeakable to a fellow student. As Nina grapples with regret, strange memories of a trip to Italy with her mother start to surface. Layer by layer, Elana K. Arnold reveals their painful effect, and questions what love really means. Raw, emotional writing and a frank portrayal of the world teen girls live in set this award-winning book apart as a stunning chronicle of self-acceptance.",BOOK,210,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=q1r6DwAAQBAJ&dq=What+Girls+Are+Made+Of+inauthor:Arnold&hl=&source=gbs_api,3.5,5,0823445674,9780823445677,2020-01-28,What Girls Are Made Of
